Year,Candidate,Party,State,Votes,Pct
1856,"Fremont, John",Republican,Colorado,0,0
1856,"Fillmore, Millard","Fillmore, Millard",Colorado,0,0
1852,Total,Total,Colorado,0,0
1852,"Pierce, Franklin",Democratic,Colorado,0,0
1852,"Scott, Winfield",Whig,Colorado,0,0
1852,"Hale, John",Free Soil,Colorado,0,0
1848,Total,Total,Colorado,0,0
1848,"Cass, Lewis",Democratic,Colorado,0,0
1848,"Taylor, Zachary",Whig,Colorado,0,0
1848,"Van Buren, Martin",Free Soil,Colorado,0,0
1844,Total,Total,Colorado,0,0
1844,"Polk, James",Democratic,Colorado,0,0
1844,"Clay, Henry",Whig,Colorado,0,0
1844,"Birney, James",Liberty,Colorado,0,0
1840,Total,Total,Colorado,0,0
1840,"Van Buren, Martin",Democratic,Colorado,0,0
1840,"Harrison, William",Whig,Colorado,0,0
1836,Total,Total,Colorado,0,0
1836,"Van Buren, Martin",Democratic,Colorado,0,0
1836,"Harrison, William",Whig,Colorado,0,0
1836,"White, Hugh",Whig,Colorado,0,0
1836,"Webster, Daniel",Whig,Colorado,0,0
1832,Total,Total,Colorado,0,0
1832,"Jackson, Andrew",Democratic,Colorado,0,0
1832,"Clay, Henry",National Republican,Colorado,0,0
1832,"Wirt, William",Anti-Masonic,Colorado,0,0
1828,Total,Total,Colorado,0,0
1828,"Jackson, Andrew",Democratic,Colorado,0,0
1828,"Adams, John Quincy",National Republican,Colorado,0,0
2016,Total,Total,Connecticut,1644920,100.0
2016,"Clinton, Hillary",Democratic,Connecticut,897572,54.56630109670987
2016,"Trump, Donald",Republican,Connecticut,673215,40.92691437881478
2016,"Johnson, Gary",Libertarian,Connecticut,48676,2.9591712666877417
2012,Total,Total,Connecticut,1558993,100.0
2012,"Obama, Barack",Democratic,Connecticut,905109,58.05728441372091
2012,"Romney, Mitt",Republican,Connecticut,634899,40.724942318535106
2008,Total,Total,Connecticut,1646793,100.0
2008,"Obama, Barack",Democratic,Connecticut,997773,60.58885360819484
2008,"McCain, John",Republican,Connecticut,629428,38.221440095992634
2004,Total,Total,Connecticut,1578769,100.0
2004,"Kerry, John",Democratic,Connecticut,857488,54.3137089719902
2004,"Bush, George W.",Republican,Connecticut,693826,43.94727791082799
2000,Total,Total,Connecticut,1459525,100.0
2000,"Gore, Al",Democratic,Connecticut,816015,55.909628132440346
2000,"Bush, George W.",Republican,Connecticut,561094,38.443603227077304
2000,"Nader, Ralph",Green,Connecticut,64452,4.4159572463644
1996,Total,Total,Connecticut,1392614,100.0
1996,"Clinton, Bill",Democratic,Connecticut,735740,52.83158147196567
1996,"Dole, Bob",Republican,Connecticut,483109,34.69080448710123
1996,"Perot, Ross",Reform,Connecticut,139523,10.018784817616368
1992,Total,Total,Connecticut,1616332,100.0
1992,"Clinton, Bill",Democratic,Connecticut,682318,42.2139758415969
1992,"Bush, George H.W.",Republican,Connecticut,578313,35.7793448375705
1992,"Perot, Ross",Independent,Connecticut,348771,21.5779307716484
1988,Total,Total,Connecticut,1443394,100.0
1988,"Dukakis, Michael",Democratic,Connecticut,676584,46.874519362003724
1988,"Bush, George H.W.",Republican,Connecticut,750241,51.97756122029051
1984,Total,Total,Connecticut,1466900,100.0
1984,"Mondale, Walter",Democratic,Connecticut,569597,38.829981593837346
1984,"Reagan, Ronald",Republican,Connecticut,890877,60.73195173495126
1980,Total,Total,Connecticut,1406285,100.0
1980,"Carter, Jimmy",Democratic,Connecticut,541732,38.52220566954778
1980,"Reagan, Ronald",Republican,Connecticut,677210,48.155957007292265
1980,"Anderson, John",Independent,Connecticut,171807,12.217082597055363
1976,Total,Total,Connecticut,1381526,100.0
1976,"Carter, Jimmy",Democratic,Connecticut,647895,46.897054416637836
1976,"Ford, Gerald",Republican,Connecticut,719261,52.06279143497842
1972,Total,Total,Connecticut,1384277,100.0
1972,"McGovern, George",Democratic,Connecticut,555498,40.1291071078982
1972,"Nixon, Richard",Republican,Connecticut,810763,58.56941927085403
1968,Total,Total,Connecticut,1256232,100.0
1968,"Humphrey, Hubert",Democratic,Connecticut,621561,49.47820147870775
1968,"Nixon, Richard",Republican,Connecticut,556721,44.31673448853397
1968,"Wallace, George",American Independent,Connecticut,76650,6.101579962936782
1964,Total,Total,Connecticut,1218578,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Connecticut,826269,67.80600010832298
1964,"Goldwater, Barry",Republican,Connecticut,390996,32.08625135198567
1960,Total,Total,Connecticut,1222883,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Connecticut,657055,53.72999706431441
1960,"Nixon, Richard",Republican,Connecticut,565813,46.26877632610806
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Connecticut,15,0.0012266095775311293
1956,Total,Total,Connecticut,1117121,100.0
1956,"Stevenson, Adlai",Democratic,Connecticut,405079,36.26097799611681
1956,"Eisenhower, Dwight",Republican,Connecticut,711837,63.720671261215216
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Connecticut,205,0.018350742667983144
1952,Total,Total,Connecticut,1096911,100.0
1952,"Stevenson, Adlai",Democratic,Connecticut,481649,43.90957880812573
1952,"Eisenhower, Dwight",Republican,Connecticut,611012,55.70296952077242
1948,Total,Total,Connecticut,883518,100.0
1948,"Truman, Harry",Democratic,Connecticut,423297,47.91039910901645
1948,"Dewey, Thomas",Republican,Connecticut,437754,49.54669853924877
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Connecticut,0,0.0
1948,"Wallace, Henry",Progressive,Connecticut,13713,1.5520906195459516
1944,Total,Total,Connecticut,831990,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Connecticut,435146,52.30183055084797
1944,"Dewey, Thomas",Republican,Connecticut,390527,46.938905515691296
1940,Total,Total,Connecticut,781502,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Connecticut,417621,53.43825095777106
1940,"Wilkie, Wendell",Republican,Connecticut,361819,46.297898149972745
1936,Total,Total,Connecticut,690723,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Connecticut,382129,55.32304556240345
1936,"Landon, Alf",Republican,Connecticut,278685,40.34685394868855
1932,Total,Total,Connecticut,594183,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Connecticut,281632,47.39819213945872
1932,"Hoover, Herbert",Republican,Connecticut,288420,48.54060112793533
1932,"Thomas, Norman",Socialist,Connecticut,20480,3.446749570418541
1928,Total,Total,Connecticut,553124,100.0
1928,"Smith, Al",Democratic,Connecticut,252085,45.574771660604135
1928,"Hoover, Herbert",Republican,Connecticut,296641,53.63010825782284
1924,Total,Total,Connecticut,400295,100.0
1924,"Davis, John",Democratic,Connecticut,110184,27.525699796400154
1924,"Coolidge, Calvin",Republican,Connecticut,246322,61.535117850585195
1924,"LaFollette, Robert",Progressive,Connecticut,42416,10.596185313331418
1920,Total,Total,Connecticut,365518,100.0
1920,"Cox, John",Democratic,Connecticut,120721,33.02737484884465
1920,"Harding, Warren",Republican,Connecticut,229238,62.715926438643244
1920,"Debs, Eugene",Socialist,Connecticut,10350,2.831597896683611
1916,Total,Total,Connecticut,213874,100.0
1916,"Wilson, Woodrow",Democratic,Connecticut,99786,46.65644257834052
1916,"Hughes, Charles",Republican,Connecticut,106514,49.802219998690816
1916,"Benson, Allan",Socialist,Connecticut,5179,2.421519212246463
1912,Total,Total,Connecticut,190404,100.0
1912,"Wilson, Woodrow",Democratic,Connecticut,74561,39.15936639986555
1912,"Taft, William",Republican,Connecticut,68324,35.88369992227054
1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",Connecticut,34129,17.924518392470745
1912,"Debs, Eugene",Socialist,Connecticut,10056,5.281401651225814
1908,Total,Total,Connecticut,190003,100.0
1908,"Bryan, William",Democratic,Connecticut,68255,35.92311700341573
1908,"Taft, William",Republican,Connecticut,112915,59.428009031436346
1908,"Debs, Eugene",Socialist,Connecticut,5113,2.691010141945127
1904,Total,Total,Connecticut,191128,100.0
1904,"Parker, Alton",Democratic,Connecticut,72909,38.14668703695953
1904,"Roosevelt, Theodore (Teddy)",Democratic,Connecticut,111089,58.12282868025616
1904,"Debs, Eugene",Socialist,Connecticut,4543,2.3769411075300324
1900,Total,Total,Connecticut,180195,100.0
1900,"Bryan, William",Democratic,Connecticut,74014,41.07439163128833
1900,"McKinley, William",Republican,Connecticut,102572,56.92277810150115
1896,Total,Total,Connecticut,174390,100.0
1896,"Bryan, William",Democratic,Connecticut,56740,32.5362692814955
1896,"McKinley, William",Republican,Connecticut,110285,63.24043809851482
1892,Total,Total,Connecticut,164595,100.0
1892,"Cleveland, Grover",Democratic,Connecticut,82395,50.059236307299734
1892,"Harrison, Benjamin",Republican,Connecticut,77032,46.8009356298794
1892,"Weaver, James",Populist,Connecticut,809,0.4915094626203712
1888,Total,Total,Connecticut,153978,100.0
1888,"Cleveland, Grover",Democratic,Connecticut,74920,48.656301549572014
1888,"Harrison, Benjamin",Republican,Connecticut,74584,48.438088558105704
1884,Total,Total,Connecticut,137257,100.0
1884,"Cleveland, Grover",Democratic,Connecticut,67182,48.946137537611925
1884,"Blaine, James",Republican,Connecticut,65898,48.010666122674984
1880,Total,Total,Connecticut,132798,100.0
1880,"Hancock, Winfield",Democratic,Connecticut,64411,48.50298950285396
1880,"Garfield, James",Republican,Connecticut,67071,50.50603171734514
1880,"Weaver, James",Greenback,Connecticut,868,0.6536243015708068
1876,Total,Total,Connecticut,122134,100.0
1876,"Tilden, Samuel",Democratic,Connecticut,61927,50.70414462803151
1876,"Hayes, Rutherford",Republican,Connecticut,59033,48.334616077423156
1872,Total,Total,Connecticut,96009,100.0
1872,"Greeley, Horace",Liberal Republican/Democratic,Connecticut,45695,47.594496349300584
1872,"Grant, Ulysses",Republican,Connecticut,50314,52.405503650699416
1868,Total,Total,Connecticut,98632,100.0
1868,"Seymour, Horatio",Democratic,Connecticut,47844,48.50758374564036
1868,"Grant, Ulysses",Republican,Connecticut,50788,51.49241625435964
1864,Total,Total,Connecticut,86981,100.0
1864,"McClellan, George",Democratic,Connecticut,42288,48.617514169761215
1864,"Lincoln, Abraham",National Union (Republican),Connecticut,44693,51.382485830238785
1860,Total,Total,Connecticut,80745,100.0
1860,"Douglas, Stephen",(Northern) Democratic,Connecticut,17364,21.504737135426343
1860,"Lincoln, Abraham",Republican,Connecticut,43486,53.85596631370363
1860,"Breckinridge, John",Southern Democratic,Connecticut,16558,20.506532912254627
1860,"Bell, John",Constitutional Union,Connecticut,3337,4.132763638615394
1856,Total,Total,Connecticut,80329,100.0
1856,"Buchanan, James",Democratic,Connecticut,34997,43.567080381929316
1856,"Fremont, John",Republican,Connecticut,42717,53.17755729562175
1856,"Fillmore, Millard","Fillmore, Millard",Connecticut,2615,3.2553623224489288
1852,Total,Total,Connecticut,66781,100.0
1852,"Pierce, Franklin",Democratic,Connecticut,33249,49.788113385543795
1852,"Scott, Winfield",Whig,Connecticut,30359,45.460535182162594
1852,"Hale, John",Free Soil,Connecticut,3161,4.733382249442206
1848,Total,Total,Connecticut,62398,100.0
1848,"Cass, Lewis",Democratic,Connecticut,27051,43.35235103689221
1848,"Taylor, Zachary",Whig,Connecticut,30318,48.58809577230039
1848,"Van Buren, Martin",Free Soil,Connecticut,5005,8.021090419564729
1844,Total,Total,Connecticut,64616,100.0
1844,"Polk, James",Democratic,Connecticut,29841,46.182060170855515
1844,"Clay, Henry",Whig,Connecticut,32832,50.81094465766993
1844,"Birney, James",Liberty,Connecticut,1943,3.0069951714745575
1840,Total,Total,Connecticut,56879,100.0
1840,"Van Buren, Martin",Democratic,Connecticut,25281,44.44698394838165
1840,"Harrison, William",Whig,Connecticut,31598,55.55301605161835
1836,Total,Total,Connecticut,38093,100.0
1836,"Van Buren, Martin",Democratic,Connecticut,19294,50.649725671383194
1836,"Harrison, William",Whig,Connecticut,18799,49.350274328616806
1836,"White, Hugh",Whig,Connecticut,0,0.0
1836,"Webster, Daniel",Whig,Connecticut,0,0.0
1832,Total,Total,Connecticut,32833,100.0
1832,"Jackson, Andrew",Democratic,Connecticut,11269,34.3221758596534
1832,"Clay, Henry",National Republican,Connecticut,18155,55.29497761398593
1832,"Wirt, William",Anti-Masonic,Connecticut,3409,10.382846526360673
1828,Total,Total,Connecticut,19378,100.0
1828,"Jackson, Andrew",Democratic,Connecticut,4448,22.953865207967798
1828,"Adams, John Quincy",National Republican,Connecticut,13829,71.36443389410672
2016,Total,Total,Delaware,443814,100.0
2016,"Clinton, Hillary",Democratic,Delaware,235603,53.08597745902563
2016,"Trump, Donald",Republican,Delaware,185127,41.71274452811313
2016,"Johnson, Gary",Libertarian,Delaware,14757,3.325041571469129
2012,Total,Total,Delaware,413921,100.0
2012,"Obama, Barack",Democratic,Delaware,242584,58.606352419906216
2012,"Romney, Mitt",Republican,Delaware,165484,39.979609635655116
2008,Total,Total,Delaware,412616,100.0
2008,"Obama, Barack",Democratic,Delaware,255459,61.912044128196676
2008,"McCain, John",Republican,Delaware,152374,36.92876669833453
2004,Total,Total,Delaware,375270,100.0
2004,"Kerry, John",Democratic,Delaware,200152,53.33546513177179
2004,"Bush, George W.",Republican,Delaware,171660,45.74306499320489
2000,Total,Total,Delaware,327622,100.0
2000,"Gore, Al",Democratic,Delaware,180068,54.96212098088651
2000,"Bush, George W.",Republican,Delaware,137288,41.90438981509178
2000,"Nader, Ralph",Green,Delaware,8307,2.5355440110859466
1996,Total,Total,Delaware,271084,100.0
1996,"Clinton, Bill",Democratic,Delaware,140355,51.77546443168907
1996,"Dole, Bob",Republican,Delaware,99062,36.54291658674064
1996,"Perot, Ross",Reform,Delaware,28719,10.594133183810184
1992,Total,Total,Delaware,289735,100.0
1992,"Clinton, Bill",Democratic,Delaware,126054,43.50665263085233
1992,"Bush, George H.W.",Republican,Delaware,102313,35.31261325003883
1992,"Perot, Ross",Independent,Delaware,59213,20.43695100695463
1988,Total,Total,Delaware,249891,100.0
1988,"Dukakis, Michael",Democratic,Delaware,108647,43.47775630174756
1988,"Bush, George H.W.",Republican,Delaware,139639,55.87996366415757
1984,Total,Total,Delaware,254572,100.0
1984,"Mondale, Walter",Democratic,Delaware,101656,39.93212136448628
1984,"Reagan, Ronald",Republican,Delaware,152190,59.78269409047342
1980,Total,Total,Delaware,235668,100.0
1980,"Carter, Jimmy",Democratic,Delaware,105754,44.87414498362103
1980,"Reagan, Ronald",Republican,Delaware,111252,47.20708793726768
1980,"Anderson, John",Independent,Delaware,16288,6.911417757183835
1976,Total,Total,Delaware,235834,100.0
1976,"Carter, Jimmy",Democratic,Delaware,122596,51.984022660006616
1976,"Ford, Gerald",Republican,Delaware,109831,46.571317112884486
1972,Total,Total,Delaware,235516,100.0
1972,"McGovern, George",Democratic,Delaware,92283,39.18332512440768
1972,"Nixon, Richard",Republican,Delaware,140357,59.59552641858727
1968,Total,Total,Delaware,214367,100.0
1968,"Humphrey, Hubert",Democratic,Delaware,89194,41.60808333372208
1968,"Nixon, Richard",Republican,Delaware,96714,45.11608596472405
1968,"Wallace, George",American Independent,Delaware,28459,13.275830701553877
1964,Total,Total,Delaware,201320,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Delaware,122704,60.949731770315914
1964,"Goldwater, Barry",Republican,Delaware,78078,38.78303198887343
1960,Total,Total,Delaware,196683,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Delaware,99590,50.6347777896412
1960,"Nixon, Richard",Republican,Delaware,96373,48.99915091797461
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Delaware,720,0.36607129238419184
1956,Total,Total,Delaware,177988,100.0
1956,"Stevenson, Adlai",Democratic,Delaware,79421,44.62154752005753
1956,"Eisenhower, Dwight",Republican,Delaware,98057,55.09191630896465
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Delaware,510,0.28653617097781875
1952,Total,Total,Delaware,174025,100.0
1952,"Stevenson, Adlai",Democratic,Delaware,83315,47.875305272231
1952,"Eisenhower, Dwight",Republican,Delaware,90059,51.750610544462
1948,Total,Total,Delaware,139073,100.0
1948,"Truman, Harry",Democratic,Delaware,67813,48.760722785875046
1948,"Dewey, Thomas",Republican,Delaware,69588,50.03703091182329
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Delaware,0,0.0
1948,"Wallace, Henry",Progressive,Delaware,1050,0.7549991730961437
1944,Total,Total,Delaware,125361,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Delaware,68166,54.37576279704214
1944,"Dewey, Thomas",Republican,Delaware,56747,45.266869281514985
1940,Total,Total,Delaware,136374,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Delaware,74599,54.701775998357455
1940,"Wilkie, Wendell",Republican,Delaware,61440,45.05257600422368
1936,Total,Total,Delaware,127603,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Delaware,69702,54.6241075836775
1936,"Landon, Alf",Republican,Delaware,57236,44.854744794401384
1932,Total,Total,Delaware,112901,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Delaware,54319,48.11206278066625
1932,"Hoover, Herbert",Republican,Delaware,57073,50.55136801268368
1932,"Thomas, Norman",Socialist,Delaware,1376,1.2187668842614325
1928,Total,Total,Delaware,105891,100.0
1928,"Smith, Al",Democratic,Delaware,36643,34.60445174755173
1928,"Hoover, Herbert",Republican,Delaware,68860,65.02913373185635
1924,Total,Total,Delaware,90885,100.0
1924,"Davis, John",Democratic,Delaware,33445,36.79925180172746
1924,"Coolidge, Calvin",Republican,Delaware,52441,57.70039060350993
1924,"LaFollette, Robert",Progressive,Delaware,4979,5.478351763217253
1920,Total,Total,Delaware,94875,100.0
1920,"Cox, John",Democratic,Delaware,39911,42.066930171277995
1920,"Harding, Warren",Republican,Delaware,52858,55.7133069828722
1920,"Debs, Eugene",Socialist,Delaware,988,1.0413702239789195
1916,Total,Total,Delaware,51810,100.0
1916,"Wilson, Woodrow",Democratic,Delaware,24753,47.77649102489867
1916,"Hughes, Charles",Republican,Delaware,26011,50.20459370777842
1916,"Benson, Allan",Socialist,Delaware,480,0.9264620729588883
1912,Total,Total,Delaware,48694,100.0
1912,"Wilson, Woodrow",Democratic,Delaware,22631,46.47595186265248
1912,"Taft, William",Republican,Delaware,15998,32.85415040867458
1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",Delaware,8886,18.24865486507578
1912,"Debs, Eugene",Socialist,Delaware,556,1.1418244547582865
1908,Total,Total,Delaware,48007,100.0
1908,"Bryan, William",Democratic,Delaware,22055,45.9412169058679
1908,"Taft, William",Republican,Delaware,25014,52.10490136855042
1908,"Debs, Eugene",Socialist,Delaware,239,0.4978440644072739
1904,Total,Total,Delaware,43856,100.0
1904,"Parker, Alton",Democratic,Delaware,19347,44.114830353885445
1904,"Roosevelt, Theodore (Teddy)",Democratic,Delaware,23705,54.051897117840205
1904,"Debs, Eugene",Socialist,Delaware,146,0.332907697920467
1900,Total,Total,Delaware,41989,100.0
1900,"Bryan, William",Democratic,Delaware,18852,44.897473147729166
1900,"McKinley, William",Republican,Delaware,22535,53.66881802376813
1896,Total,Total,Delaware,38456,100.0
1896,"Bryan, William",Democratic,Delaware,16574,43.098606199292696
1896,"McKinley, William",Republican,Delaware,20450,53.17765758269191
1892,Total,Total,Delaware,37235,100.0
1892,"Cleveland, Grover",Democratic,Delaware,18581,49.9019739492413
1892,"Harrison, Benjamin",Republican,Delaware,18077,48.54840875520344
1892,"Weaver, James",Populist,Delaware,0,0.0
1888,Total,Total,Delaware,29764,100.0
1888,"Cleveland, Grover",Democratic,Delaware,16414,55.14715764010214
1888,"Harrison, Benjamin",Republican,Delaware,12950,43.508936970837254
1884,Total,Total,Delaware,29984,100.0
1884,"Cleveland, Grover",Democratic,Delaware,16957,56.553495197438636
1884,"Blaine, James",Republican,Delaware,12953,43.19970651013874
1880,Total,Total,Delaware,29458,100.0
1880,"Hancock, Winfield",Democratic,Delaware,15181,51.53438794215493
1880,"Garfield, James",Republican,Delaware,14148,48.02770045488492
1880,"Weaver, James",Greenback,Delaware,129,0.43791160296014664
1876,Total,Total,Delaware,24133,100.0
1876,"Tilden, Samuel",Democratic,Delaware,13381,55.44689843782373
1876,"Hayes, Rutherford",Republican,Delaware,10752,44.55310156217627
1872,Total,Total,Delaware,21822,100.0
1872,"Greeley, Horace",Liberal Republican/Democratic,Delaware,10205,46.764732838419945
1872,"Grant, Ulysses",Republican,Delaware,11129,50.998991843094124
1868,Total,Total,Delaware,18571,100.0
1868,"Seymour, Horatio",Democratic,Delaware,10957,59.00059232136126
1868,"Grant, Ulysses",Republican,Delaware,7614,40.99940767863874
1864,Total,Total,Delaware,16922,100.0
1864,"McClellan, George",Democratic,Delaware,8767,51.80829689162037
1864,"Lincoln, Abraham",National Union (Republican),Delaware,8155,48.19170310837963
1860,Total,Total,Delaware,16115,100.0
1860,"Douglas, Stephen",(Northern) Democratic,Delaware,1066,6.614955010859448
1860,"Lincoln, Abraham",Republican,Delaware,3822,23.7170338194229
1860,"Breckinridge, John",Southern Democratic,Delaware,7339,45.541421036301585
1860,"Bell, John",Constitutional Union,Delaware,3888,24.126590133416073
1856,Total,Total,Delaware,14598,100.0
1856,"Buchanan, James",Democratic,Delaware,8004,54.82942868886149
1856,"Fremont, John",Republican,Delaware,310,2.123578572407179
1856,"Fillmore, Millard","Fillmore, Millard",Delaware,6275,42.985340457596934
1852,Total,Total,Delaware,12673,100.0
1852,"Pierce, Franklin",Democratic,Delaware,6318,49.85402035824193
1852,"Scott, Winfield",Whig,Delaware,6293,49.65675057208238
1852,"Hale, John",Free Soil,Delaware,62,0.48922906967568847
1848,Total,Total,Delaware,12432,100.0
1848,"Cass, Lewis",Democratic,Delaware,5910,47.53861003861004
1848,"Taylor, Zachary",Whig,Delaware,6440,51.8018018018018
1848,"Van Buren, Martin",Free Soil,Delaware,82,0.6595881595881596
1844,Total,Total,Delaware,12247,100.0
1844,"Polk, James",Democratic,Delaware,5970,48.74663182820282
1844,"Clay, Henry",Whig,Delaware,6271,51.20437658202009
1844,"Birney, James",Liberty,Delaware,0,0.0
1840,Total,Total,Delaware,10852,100.0
1840,"Van Buren, Martin",Democratic,Delaware,4872,44.894950239587175
1840,"Harrison, William",Whig,Delaware,5967,54.98525617397715
1836,Total,Total,Delaware,8895,100.0
1836,"Van Buren, Martin",Democratic,Delaware,4154,46.700393479482855
1836,"Harrison, William",Whig,Delaware,4736,53.24339516582349
1836,"White, Hugh",Whig,Delaware,0,0.0
1836,"Webster, Daniel",Whig,Delaware,0,0.0
1832,Total,Total,Delaware,8386,100.0
1832,"Jackson, Andrew",Democratic,Delaware,4110,49.01025518721679
1832,"Clay, Henry",National Republican,Delaware,4276,50.98974481278321
1832,"Wirt, William",Anti-Masonic,Delaware,0,0.0
1828,Total,Total,Delaware,0,0
1828,"Jackson, Andrew",Democratic,Delaware,0,0
1828,"Adams, John Quincy",National Republican,Delaware,0,0
2016,Total,Total,Florida,9501617,100.0
2016,"Clinton, Hillary",Democratic,Florida,4504975,47.412719329773026
2016,"Trump, Donald",Republican,Florida,4617886,48.60105390482483
2016,"Johnson, Gary",Libertarian,Florida,207043,2.1790291063089575
2012,Total,Total,Florida,8492175,100.0
2012,"Obama, Barack",Democratic,Florida,4237756,49.90189203590364
2012,"Romney, Mitt",Republican,Florida,4163447,49.02686296502368
2008,Total,Total,Florida,8412248,100.0
2008,"Obama, Barack",Democratic,Florida,4282367,50.90633324172088
2008,"McCain, John",Republican,Florida,4046219,48.09914068153958
2004,Total,Total,Florida,7609810,100.0
2004,"Kerry, John",Democratic,Florida,3583544,47.09111002771423
2004,"Bush, George W.",Republican,Florida,3964522,52.09751623233694
2000,Total,Total,Florida,5963110,100.0
2000,"Gore, Al",Democratic,Florida,2912253,48.837821204036146
2000,"Bush, George W.",Republican,Florida,2912790,48.84682657204043
2000,"Nader, Ralph",Green,Florida,97488,1.6348516126652033
1996,Total,Total,Florida,5303794,100.0
1996,"Clinton, Bill",Democratic,Florida,2546870,48.019776032025376
1996,"Dole, Bob",Republican,Florida,2244536,42.31944151677082
1996,"Perot, Ross",Reform,Florida,483870,9.123091884790398
1992,Total,Total,Florida,5314392,100.0
1992,"Clinton, Bill",Democratic,Florida,2072698,39.00160168839634
1992,"Bush, George H.W.",Republican,Florida,2173310,40.89480038356222
1992,"Perot, Ross",Independent,Florida,1053067,19.815380574108946
1988,Total,Total,Florida,4302313,100.0
1988,"Dukakis, Michael",Democratic,Florida,1656701,38.50721693191546
1988,"Bush, George H.W.",Republican,Florida,2618885,60.871559089261986
1984,Total,Total,Florida,4180051,100.0
1984,"Mondale, Walter",Democratic,Florida,1448816,34.660246968278614
1984,"Reagan, Ronald",Republican,Florida,2730350,65.3185810412361
1980,Total,Total,Florida,3687026,100.0
1980,"Carter, Jimmy",Democratic,Florida,1419475,38.49918606486637
1980,"Reagan, Ronald",Republican,Florida,2046951,55.51767196651176
1980,"Anderson, John",Independent,Florida,189692,5.144851161884945
1976,Total,Total,Florida,3150631,100.0
1976,"Carter, Jimmy",Democratic,Florida,1636000,51.92610623078361
1976,"Ford, Gerald",Republican,Florida,1469531,46.64243448375897
1972,Total,Total,Florida,2583283,100.0
1972,"McGovern, George",Democratic,Florida,718117,27.798619044061375
1972,"Nixon, Richard",Republican,Florida,1857759,71.91465278871885
1968,Total,Total,Florida,2187805,100.0
1968,"Humphrey, Hubert",Democratic,Florida,676794,30.934841085014433
1968,"Nixon, Richard",Republican,Florida,886804,40.533959836457086
1968,"Wallace, George",American Independent,Florida,624207,28.53119907852848
1964,Total,Total,Florida,1854481,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Florida,948540,51.148542368457804
1964,"Goldwater, Barry",Republican,Florida,905941,48.851457631542196
1960,Total,Total,Florida,1544176,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Florida,748700,48.4854058086643
1960,"Nixon, Richard",Republican,Florida,795476,51.5145941913357
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Florida,0,0.0
1956,Total,Total,Florida,1124220,100.0
1956,"Stevenson, Adlai",Democratic,Florida,480371,42.72927007169415
1956,"Eisenhower, Dwight",Republican,Florida,643849,57.27072992830585
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Florida,0,0.0
1952,Total,Total,Florida,989337,100.0
1952,"Stevenson, Adlai",Democratic,Florida,444950,44.97456377351701
1952,"Eisenhower, Dwight",Republican,Florida,544036,54.98995792131498
1948,Total,Total,Florida,577643,100.0
1948,"Truman, Harry",Democratic,Florida,281988,48.81700288932784
1948,"Dewey, Thomas",Republican,Florida,194280,33.63323021312472
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Florida,89755,15.538143801621416
1948,"Wallace, Henry",Progressive,Florida,11620,2.0116230959260304
1944,Total,Total,Florida,482592,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Florida,339377,70.3237931834759
1944,"Dewey, Thomas",Republican,Florida,143215,29.676206816524104
1940,Total,Total,Florida,485492,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Florida,359334,74.01440188509801
1940,"Wilkie, Wendell",Republican,Florida,126158,25.985598114901997
1936,Total,Total,Florida,327432,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Florida,249117,76.08205673239024
1936,"Landon, Alf",Republican,Florida,78248,23.897481003689315
1932,Total,Total,Florida,276252,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Florida,206307,74.6807262933843
1932,"Hoover, Herbert",Republican,Florida,69170,25.0387327512561
1932,"Thomas, Norman",Socialist,Florida,775,0.2805409553595992
1928,Total,Total,Florida,253674,100.0
1928,"Smith, Al",Democratic,Florida,101764,40.11605446360289
