Year,Candidate,Party,State,Votes,Pct
1840,Total,Total,Michigan,44350,100.0
1840,"Van Buren, Martin",Democratic,Michigan,21096,47.56708004509583
1840,"Harrison, William",Whig,Michigan,22933,51.70913190529876
1836,Total,Total,Michigan,12667,100.0
1836,"Van Buren, Martin",Democratic,Michigan,7122,56.22483618852135
1836,"Harrison, William",Whig,Michigan,5545,43.77516381147865
1836,"White, Hugh",Whig,Michigan,0,0.0
1836,"Webster, Daniel",Whig,Michigan,0,0.0
1832,Total,Total,Michigan,0,0
1832,"Jackson, Andrew",Democratic,Michigan,0,0
1832,"Clay, Henry",National Republican,Michigan,0,0
1832,"Wirt, William",Anti-Masonic,Michigan,0,0
1828,Total,Total,Michigan,0,0
1828,"Jackson, Andrew",Democratic,Michigan,0,0
1828,"Adams, John Quincy",National Republican,Michigan,0,0
2016,Total,Total,Minnesota,2945233,100.0
2016,"Clinton, Hillary",Democratic,Minnesota,1367825,46.44199626990462
2016,"Trump, Donald",Republican,Minnesota,1323232,44.92792251071477
2016,"Johnson, Gary",Libertarian,Minnesota,112984,3.8361650843923045
2012,Total,Total,Minnesota,2936561,100.0
2012,"Obama, Barack",Democratic,Minnesota,1546167,52.652303153246265
2012,"Romney, Mitt",Republican,Minnesota,1320225,44.95820110666865
2008,Total,Total,Minnesota,2910369,100.0
2008,"Obama, Barack",Democratic,Minnesota,1573354,54.06029269827984
2008,"McCain, John",Republican,Minnesota,1275409,43.822931044139075
2004,Total,Total,Minnesota,2828387,100.0
2004,"Kerry, John",Democratic,Minnesota,1445014,51.08968468600655
2004,"Bush, George W.",Republican,Minnesota,1346695,47.613533791521455
2000,Total,Total,Minnesota,2438685,100.0
2000,"Gore, Al",Democratic,Minnesota,1168266,47.9055720603522
2000,"Bush, George W.",Republican,Minnesota,1109659,45.50235065209324
2000,"Nader, Ralph",Green,Minnesota,126696,5.195258920278757
1996,Total,Total,Minnesota,2192640,100.0
1996,"Clinton, Bill",Democratic,Minnesota,1120438,51.09995256859311
1996,"Dole, Bob",Republican,Minnesota,766476,34.95676444833625
1996,"Perot, Ross",Reform,Minnesota,257704,11.753137769994161
1992,Total,Total,Minnesota,2347948,100.0
1992,"Clinton, Bill",Democratic,Minnesota,1020997,43.48465127847806
1992,"Bush, George H.W.",Republican,Minnesota,747841,31.850833153034053
1992,"Perot, Ross",Independent,Minnesota,562506,23.957344881573185
1988,Total,Total,Minnesota,2096790,100.0
1988,"Dukakis, Michael",Democratic,Minnesota,1109471,52.91283342633263
1988,"Bush, George H.W.",Republican,Minnesota,962337,45.89572632452463
1984,Total,Total,Minnesota,2084449,100.0
1984,"Mondale, Walter",Democratic,Minnesota,1036364,49.71884656328843
1984,"Reagan, Ronald",Republican,Minnesota,1032603,49.53841518789858
1980,Total,Total,Minnesota,2051953,100.0
1980,"Carter, Jimmy",Democratic,Minnesota,954174,46.50077267851652
1980,"Reagan, Ronald",Republican,Minnesota,873241,42.556579024958175
1980,"Anderson, John",Independent,Minnesota,174990,8.527973106596496
1976,Total,Total,Minnesota,1949931,100.0
1976,"Carter, Jimmy",Democratic,Minnesota,1070440,54.89630145887214
1976,"Ford, Gerald",Republican,Minnesota,819395,42.02174333348206
1972,Total,Total,Minnesota,1741652,100.0
1972,"McGovern, George",Democratic,Minnesota,802346,46.06810086056227
1972,"Nixon, Richard",Republican,Minnesota,898269,51.57568791009915
1968,Total,Total,Minnesota,1588510,100.0
1968,"Humphrey, Hubert",Democratic,Minnesota,857738,53.996386550918785
1968,"Nixon, Richard",Republican,Minnesota,658643,41.46294326129517
1968,"Wallace, George",American Independent,Minnesota,68931,4.3393494532612324
1964,Total,Total,Minnesota,1554462,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Minnesota,991117,63.75948720521956
1964,"Goldwater, Barry",Republican,Minnesota,559624,36.00113737100038
1960,Total,Total,Minnesota,1541887,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Minnesota,779933,50.58301937820346
1960,"Nixon, Richard",Republican,Minnesota,757915,49.155028870468456
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Minnesota,4039,0.26195175132808046
1956,Total,Total,Minnesota,1340005,100.0
1956,"Stevenson, Adlai",Democratic,Minnesota,617525,46.083783269465414
1956,"Eisenhower, Dwight",Republican,Minnesota,719302,53.679053436367774
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Minnesota,3178,0.2371632941668128
1952,Total,Total,Minnesota,1379483,100.0
1952,"Stevenson, Adlai",Democratic,Minnesota,608458,44.10768382067775
1952,"Eisenhower, Dwight",Republican,Minnesota,763211,55.32587208396189
1948,Total,Total,Minnesota,1212226,100.0
1948,"Truman, Harry",Democratic,Minnesota,692966,57.164753107093894
1948,"Dewey, Thomas",Republican,Minnesota,483617,39.8949535812629
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Minnesota,0,0.0
1948,"Wallace, Henry",Progressive,Minnesota,27866,2.298746273384666
1944,Total,Total,Minnesota,1125529,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Minnesota,589864,52.4077122846235
1944,"Dewey, Thomas",Republican,Minnesota,527416,46.85938789671346
1940,Total,Total,Minnesota,1251188,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Minnesota,644196,51.48674699565533
1940,"Wilkie, Wendell",Republican,Minnesota,596274,47.656627141564655
1936,Total,Total,Minnesota,1129975,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Minnesota,698811,61.8430496249917
1936,"Landon, Alf",Republican,Minnesota,350461,31.0149339587159
1932,Total,Total,Minnesota,1002843,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Minnesota,600806,59.91027508792503
1932,"Hoover, Herbert",Republican,Minnesota,363959,36.292719797615376
1932,"Thomas, Norman",Socialist,Minnesota,25476,2.5403777061813266
1928,Total,Total,Minnesota,970976,100.0
1928,"Smith, Al",Democratic,Minnesota,396451,40.83015440134463
1928,"Hoover, Herbert",Republican,Minnesota,560977,57.77454849553439
1924,Total,Total,Minnesota,822146,100.0
1924,"Davis, John",Democratic,Minnesota,55913,6.800860187849847
1924,"Coolidge, Calvin",Republican,Minnesota,420759,51.178136243440946
1924,"LaFollette, Robert",Progressive,Minnesota,339192,41.25690570774534
1920,Total,Total,Minnesota,735838,100.0
1920,"Cox, John",Democratic,Minnesota,142994,19.432809939144214
1920,"Harding, Warren",Republican,Minnesota,519421,70.58904269689796
1920,"Debs, Eugene",Socialist,Minnesota,56106,7.624776105610202
1916,Total,Total,Minnesota,387364,100.0
1916,"Wilson, Woodrow",Democratic,Minnesota,179152,46.24900610278704
1916,"Hughes, Charles",Republican,Minnesota,179544,46.35020290992451
1916,"Benson, Allan",Socialist,Minnesota,20117,5.193306554042193
1912,Total,Total,Minnesota,334219,100.0
1912,"Wilson, Woodrow",Democratic,Minnesota,106426,31.843192637163057
1912,"Taft, William",Republican,Minnesota,64334,19.24905526017372
1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",Minnesota,125856,37.656746025809426
1912,"Debs, Eugene",Socialist,Minnesota,27505,8.22963386282647
1908,Total,Total,Minnesota,331304,100.0
1908,"Bryan, William",Democratic,Minnesota,109401,33.021333880665495
1908,"Taft, William",Republican,Minnesota,195843,59.112778596093015
1908,"Debs, Eugene",Socialist,Minnesota,14527,4.384794629705648
1904,Total,Total,Minnesota,292860,100.0
1904,"Parker, Alton",Democratic,Minnesota,55187,18.84415761797446
1904,"Roosevelt, Theodore (Teddy)",Democratic,Minnesota,216651,73.97766851055111
1904,"Debs, Eugene",Socialist,Minnesota,11692,3.992351294133716
1900,Total,Total,Minnesota,316311,100.0
1900,"Bryan, William",Democratic,Minnesota,112901,35.69303628391045
1900,"McKinley, William",Republican,Minnesota,190461,60.213207887174335
1896,Total,Total,Minnesota,341762,100.0
1896,"Bryan, William",Democratic,Minnesota,139735,40.886640410578124
1896,"McKinley, William",Republican,Minnesota,193503,56.61922624516476
1892,Total,Total,Minnesota,267238,100.0
1892,"Cleveland, Grover",Democratic,Minnesota,100920,37.76409043624035
1892,"Harrison, Benjamin",Republican,Minnesota,122823,45.960155367125935
1892,"Weaver, James",Populist,Minnesota,29313,10.968874187054237
1888,Total,Total,Minnesota,263285,100.0
1888,"Cleveland, Grover",Democratic,Minnesota,104385,39.647150426344076
1888,"Harrison, Benjamin",Republican,Minnesota,142492,54.1208196441119
1884,Total,Total,Minnesota,190017,100.0
1884,"Cleveland, Grover",Democratic,Minnesota,70065,36.8730166248283
1884,"Blaine, James",Republican,Minnesota,111685,58.77632001347248
1880,Total,Total,Minnesota,150770,100.0
1880,"Hancock, Winfield",Democratic,Minnesota,53315,35.36180937852358
1880,"Garfield, James",Republican,Minnesota,93902,62.28162101213769
1880,"Weaver, James",Greenback,Minnesota,3267,2.1668766996086757
1876,Total,Total,Minnesota,124075,100.0
1876,"Tilden, Samuel",Democratic,Minnesota,48587,39.15937940761636
1876,"Hayes, Rutherford",Republican,Minnesota,72955,58.79911343945194
1872,Total,Total,Minnesota,90919,100.0
1872,"Greeley, Horace",Liberal Republican/Democratic,Minnesota,35211,38.72787866122593
1872,"Grant, Ulysses",Republican,Minnesota,55708,61.27212133877407
1868,Total,Total,Minnesota,71818,100.0
1868,"Seymour, Horatio",Democratic,Minnesota,28096,39.12111169901696
1868,"Grant, Ulysses",Republican,Minnesota,43722,60.87888830098304
1864,Total,Total,Minnesota,42422,100.0
1864,"McClellan, George",Democratic,Minnesota,17367,40.93866390080618
1864,"Lincoln, Abraham",National Union (Republican),Minnesota,25055,59.06133609919382
1860,Total,Total,Minnesota,34737,100.0
1860,"Douglas, Stephen",(Northern) Democratic,Minnesota,11920,34.31499553789907
1860,"Lincoln, Abraham",Republican,Minnesota,22069,63.53168091660189
1860,"Breckinridge, John",Southern Democratic,Minnesota,748,2.1533235454990356
1860,"Bell, John",Constitutional Union,Minnesota,0,0.0
1856,Total,Total,Minnesota,0,0
1856,"Buchanan, James",Democratic,Minnesota,0,0
1856,"Fremont, John",Republican,Minnesota,0,0
1856,"Fillmore, Millard","Fillmore, Millard",Minnesota,0,0
1852,Total,Total,Minnesota,0,0
1852,"Pierce, Franklin",Democratic,Minnesota,0,0
1852,"Scott, Winfield",Whig,Minnesota,0,0
1852,"Hale, John",Free Soil,Minnesota,0,0
1848,Total,Total,Minnesota,0,0
1848,"Cass, Lewis",Democratic,Minnesota,0,0
1848,"Taylor, Zachary",Whig,Minnesota,0,0
1848,"Van Buren, Martin",Free Soil,Minnesota,0,0
1844,Total,Total,Minnesota,0,0
1844,"Polk, James",Democratic,Minnesota,0,0
1844,"Clay, Henry",Whig,Minnesota,0,0
1844,"Birney, James",Liberty,Minnesota,0,0
1840,Total,Total,Minnesota,0,0
1840,"Van Buren, Martin",Democratic,Minnesota,0,0
1840,"Harrison, William",Whig,Minnesota,0,0
1836,Total,Total,Minnesota,0,0
1836,"Van Buren, Martin",Democratic,Minnesota,0,0
1836,"Harrison, William",Whig,Minnesota,0,0
1836,"White, Hugh",Whig,Minnesota,0,0
1836,"Webster, Daniel",Whig,Minnesota,0,0
1832,Total,Total,Minnesota,0,0
1832,"Jackson, Andrew",Democratic,Minnesota,0,0
1832,"Clay, Henry",National Republican,Minnesota,0,0
1832,"Wirt, William",Anti-Masonic,Minnesota,0,0
1828,Total,Total,Minnesota,0,0
1828,"Jackson, Andrew",Democratic,Minnesota,0,0
1828,"Adams, John Quincy",National Republican,Minnesota,0,0
2016,Total,Total,Mississippi,1211088,100.0
2016,"Clinton, Hillary",Democratic,Mississippi,485131,40.05745247248755
2016,"Trump, Donald",Republican,Mississippi,700714,57.858223349583184
2016,"Johnson, Gary",Libertarian,Mississippi,14435,1.1919034785250948
2012,Total,Total,Mississippi,1285584,100.0
2012,"Obama, Barack",Democratic,Mississippi,562949,43.78935954398935
2012,"Romney, Mitt",Republican,Mississippi,710746,55.285846743581125
2008,Total,Total,Mississippi,1289939,100.0
2008,"Obama, Barack",Democratic,Mississippi,554662,42.99908755375254
2008,"McCain, John",Republican,Mississippi,724597,56.17296631856235
2004,Total,Total,Mississippi,1152365,100.0
2004,"Kerry, John",Democratic,Mississippi,458094,39.75250897068203
2004,"Bush, George W.",Republican,Mississippi,684981,59.44132284475839
2000,Total,Total,Mississippi,994926,100.0
2000,"Gore, Al",Democratic,Mississippi,404964,40.702926649821194
2000,"Bush, George W.",Republican,Mississippi,573230,57.61534023635929
2000,"Nader, Ralph",Green,Mississippi,8126,0.816744159867166
1996,Total,Total,Mississippi,893857,100.0
1996,"Clinton, Bill",Democratic,Mississippi,394022,44.08110022072882
1996,"Dole, Bob",Republican,Mississippi,439838,49.20675231049262
1996,"Perot, Ross",Reform,Mississippi,52222,5.842321534652634
1992,Total,Total,Mississippi,981793,100.0
1992,"Clinton, Bill",Democratic,Mississippi,400258,40.76806414386739
1992,"Bush, George H.W.",Republican,Mississippi,487793,49.68389467026145
1992,"Perot, Ross",Independent,Mississippi,85626,8.721390354178528
1988,Total,Total,Mississippi,931527,100.0
1988,"Dukakis, Michael",Democratic,Mississippi,363921,39.067144591622146
1988,"Bush, George H.W.",Republican,Mississippi,557890,59.88983679485404
1984,Total,Total,Mississippi,940192,100.0
1984,"Mondale, Walter",Democratic,Mississippi,352192,37.45958272352881
1984,"Reagan, Ronald",Republican,Mississippi,581477,61.84662281746707
1980,Total,Total,Mississippi,892620,100.0
1980,"Carter, Jimmy",Democratic,Mississippi,429281,48.09224530035177
1980,"Reagan, Ronald",Republican,Mississippi,441089,49.41509264860747
1980,"Anderson, John",Independent,Mississippi,12036,1.3483901324191705
1976,Total,Total,Mississippi,769360,100.0
1976,"Carter, Jimmy",Democratic,Mississippi,381309,49.56184361027347
1976,"Ford, Gerald",Republican,Mississippi,366846,47.681969429135904
1972,Total,Total,Mississippi,645963,100.0
1972,"McGovern, George",Democratic,Mississippi,126782,19.626820731218352
1972,"Nixon, Richard",Republican,Mississippi,505125,78.19720324538712
1968,Total,Total,Mississippi,654509,100.0
1968,"Humphrey, Hubert",Democratic,Mississippi,150644,23.016337437682292
1968,"Nixon, Richard",Republican,Mississippi,88516,13.52403099117048
1968,"Wallace, George",American Independent,Mississippi,415349,63.45963157114723
1964,Total,Total,Mississippi,409146,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Mississippi,52618,12.860445904395986
1964,"Goldwater, Barry",Republican,Mississippi,356528,87.13955409560401
1960,Total,Total,Mississippi,298171,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Mississippi,108362,36.34223314809287
1960,"Nixon, Richard",Republican,Mississippi,73561,24.670742627552645
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Mississippi,116248,38.98702422435448
1956,Total,Total,Mississippi,248149,100.0
1956,"Stevenson, Adlai",Democratic,Mississippi,144498,58.23033741824468
1956,"Eisenhower, Dwight",Republican,Mississippi,60685,24.455065303507165
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Mississippi,42966,17.31459727824815
1952,Total,Total,Mississippi,285532,100.0
1952,"Stevenson, Adlai",Democratic,Mississippi,172566,60.436658588179256
1952,"Eisenhower, Dwight",Republican,Mississippi,112966,39.563341411820744
1948,Total,Total,Mississippi,192190,100.0
1948,"Truman, Harry",Democratic,Mississippi,19384,10.085852541755555
1948,"Dewey, Thomas",Republican,Mississippi,5043,2.623965867110672
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Mississippi,167538,87.1731099432853
1948,"Wallace, Henry",Progressive,Mississippi,225,0.11707164784848327
1944,Total,Total,Mississippi,180080,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Mississippi,168479,93.55786317192359
1944,"Dewey, Thomas",Republican,Mississippi,11601,6.442136828076411
1940,Total,Total,Mississippi,175824,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Mississippi,168267,95.70195195195195
1940,"Wilkie, Wendell",Republican,Mississippi,7364,4.188279188279188
1936,Total,Total,Mississippi,162142,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Mississippi,157333,97.03408123743385
1936,"Landon, Alf",Republican,Mississippi,4467,2.754992537405484
1932,Total,Total,Mississippi,146034,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Mississippi,140168,95.98312721694948
1932,"Hoover, Herbert",Republican,Mississippi,5180,3.547119164030294
1932,"Thomas, Norman",Socialist,Mississippi,686,0.46975361902022816
1928,Total,Total,Mississippi,151692,100.0
1928,"Smith, Al",Democratic,Mississippi,124539,82.09991298156791
1928,"Hoover, Herbert",Republican,Mississippi,27153,17.900087018432085
1924,Total,Total,Mississippi,112462,100.0
1924,"Davis, John",Democratic,Mississippi,100474,89.34039942380538
1924,"Coolidge, Calvin",Republican,Mississippi,8494,7.552773381230994
1924,"LaFollette, Robert",Progressive,Mississippi,3494,3.1068271949636324
1920,Total,Total,Mississippi,82492,100.0
1920,"Cox, John",Democratic,Mississippi,69277,83.98026475294574
1920,"Harding, Warren",Republican,Mississippi,11576,14.032875915240266
1920,"Debs, Eugene",Socialist,Mississippi,1639,1.986859331813994
1916,Total,Total,Mississippi,86679,100.0
1916,"Wilson, Woodrow",Democratic,Mississippi,80422,92.78141187600227
1916,"Hughes, Charles",Republican,Mississippi,4253,4.906609444040655
1916,"Benson, Allan",Socialist,Mississippi,1484,1.712064052423309
1912,Total,Total,Mississippi,64483,100.0
1912,"Wilson, Woodrow",Democratic,Mississippi,57324,88.89784904548486
1912,"Taft, William",Republican,Mississippi,1560,2.4192422809112477
1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",Mississippi,3549,5.503776189073089
1912,"Debs, Eugene",Socialist,Mississippi,2050,3.1791324845308067
1908,Total,Total,Mississippi,66904,100.0
1908,"Bryan, William",Democratic,Mississippi,60287,90.10970943441349
1908,"Taft, William",Republican,Mississippi,4363,6.521284228147794
1908,"Debs, Eugene",Socialist,Mississippi,978,1.4617960062178643
1904,Total,Total,Mississippi,58721,100.0
1904,"Parker, Alton",Democratic,Mississippi,53480,91.07474327753273
1904,"Roosevelt, Theodore (Teddy)",Democratic,Mississippi,3280,5.5857359377394795
1904,"Debs, Eugene",Socialist,Mississippi,462,0.7867713424498901
1900,Total,Total,Mississippi,59055,100.0
1900,"Bryan, William",Democratic,Mississippi,51706,87.55566844467022
1900,"McKinley, William",Republican,Mississippi,5707,9.663872661078656
1896,Total,Total,Mississippi,69591,100.0
1896,"Bryan, William",Democratic,Mississippi,63355,91.03907114425716
1896,"McKinley, William",Republican,Mississippi,4819,6.924746016007817
1892,Total,Total,Mississippi,52519,100.0
1892,"Cleveland, Grover",Democratic,Mississippi,40030,76.22003465412517
1892,"Harrison, Benjamin",Republican,Mississippi,1398,2.661893790818561
1892,"Weaver, James",Populist,Mississippi,10118,19.265408709229042
1888,Total,Total,Mississippi,115786,100.0
1888,"Cleveland, Grover",Democratic,Mississippi,85451,73.80080493323891
1888,"Harrison, Benjamin",Republican,Mississippi,30095,25.991916121119996
1884,Total,Total,Mississippi,120688,100.0
1884,"Cleveland, Grover",Democratic,Mississippi,77653,64.34193954659949
1884,"Blaine, James",Republican,Mississippi,43035,35.6580604534005
1880,Total,Total,Mississippi,117068,100.0
1880,"Hancock, Winfield",Democratic,Mississippi,75750,64.70598284757577
1880,"Garfield, James",Republican,Mississippi,34844,29.763897905490825
1880,"Weaver, James",Greenback,Mississippi,5797,4.951822872176854
1876,Total,Total,Mississippi,164776,100.0
1876,"Tilden, Samuel",Democratic,Mississippi,112173,68.07605476525707
1876,"Hayes, Rutherford",Republican,Mississippi,52603,31.923945234742924
1872,Total,Total,Mississippi,129457,100.0
1872,"Greeley, Horace",Liberal Republican/Democratic,Mississippi,47282,36.5233243470805
1872,"Grant, Ulysses",Republican,Mississippi,82175,63.4766756529195
1868,Total,Total,Mississippi,0,0
1868,"Seymour, Horatio",Democratic,Mississippi,0,0
1868,"Grant, Ulysses",Republican,Mississippi,0,0
1864,Total,Total,Mississippi,0,0
1864,"McClellan, George",Democratic,Mississippi,0,0
1864,"Lincoln, Abraham",National Union (Republican),Mississippi,0,0
1860,Total,Total,Mississippi,69095,100.0
1860,"Douglas, Stephen",(Northern) Democratic,Mississippi,3282,4.749981908965917
1860,"Lincoln, Abraham",Republican,Mississippi,0,0.0
1860,"Breckinridge, John",Southern Democratic,Mississippi,40768,59.00282220131703
1860,"Bell, John",Constitutional Union,Mississippi,25045,36.247195889717055
1856,Total,Total,Mississippi,59647,100.0
1856,"Buchanan, James",Democratic,Mississippi,35456,59.44305664995725
1856,"Fremont, John",Republican,Mississippi,0,0.0
1856,"Fillmore, Millard","Fillmore, Millard",Mississippi,24191,40.55694335004275
1852,Total,Total,Mississippi,44454,100.0
1852,"Pierce, Franklin",Democratic,Mississippi,26896,60.502991856750796
1852,"Scott, Winfield",Whig,Mississippi,17558,39.497008143249204
1852,"Hale, John",Free Soil,Mississippi,0,0.0
1848,Total,Total,Mississippi,52456,100.0
1848,"Cass, Lewis",Democratic,Mississippi,26545,50.604315998169895
1848,"Taylor, Zachary",Whig,Mississippi,25911,49.395684001830105
1848,"Van Buren, Martin",Free Soil,Mississippi,0,0.0
1844,Total,Total,Mississippi,45004,100.0
1844,"Polk, James",Democratic,Mississippi,25846,57.43045062661097
1844,"Clay, Henry",Whig,Mississippi,19158,42.56954937338903
1844,"Birney, James",Liberty,Mississippi,0,0.0
1840,Total,Total,Mississippi,36525,100.0
1840,"Van Buren, Martin",Democratic,Mississippi,17010,46.57084188911704
1840,"Harrison, William",Whig,Mississippi,19515,53.42915811088296
1836,Total,Total,Mississippi,20079,100.0
1836,"Van Buren, Martin",Democratic,Mississippi,10297,51.28243438418248
1836,"Harrison, William",Whig,Mississippi,0,0.0
1836,"White, Hugh",Whig,Mississippi,9782,48.71756561581752
1836,"Webster, Daniel",Whig,Mississippi,0,0.0
1832,Total,Total,Mississippi,5750,100.0
1832,"Jackson, Andrew",Democratic,Mississippi,5750,100.0
1832,"Clay, Henry",National Republican,Mississippi,0,0.0
1832,"Wirt, William",Anti-Masonic,Mississippi,0,0.0
1828,Total,Total,Mississippi,8344,100.0
1828,"Jackson, Andrew",Democratic,Mississippi,6763,81.0522531160115
1828,"Adams, John Quincy",National Republican,Mississippi,1581,18.947746883988493
2016,Total,Total,Missouri,2827673,100.0
2016,"Clinton, Hillary",Democratic,Missouri,1071068,37.87807147431828
2016,"Trump, Donald",Republican,Missouri,1594511,56.38951179998536
2016,"Johnson, Gary",Libertarian,Missouri,97359,3.443078460628227
2012,Total,Total,Missouri,2763689,100.0
2012,"Obama, Barack",Democratic,Missouri,1223796,44.2812487222694
2012,"Romney, Mitt",Republican,Missouri,1482440,53.63989942428399
2008,Total,Total,Missouri,2929111,100.0
2008,"Obama, Barack",Democratic,Missouri,1441911,49.22691560681722
2008,"McCain, John",Republican,Missouri,1445814,49.360164227303095
2004,Total,Total,Missouri,2731364,100.0
2004,"Kerry, John",Democratic,Missouri,1259171,46.10044651683188
2004,"Bush, George W.",Republican,Missouri,1455713,53.29619193926551
2000,Total,Total,Missouri,2359892,100.0
2000,"Gore, Al",Democratic,Missouri,1111138,47.08427334810237
2000,"Bush, George W.",Republican,Missouri,1189924,50.42281595937441
2000,"Nader, Ralph",Green,Missouri,38515,1.6320662131995871
1996,Total,Total,Missouri,2158065,100.0
1996,"Clinton, Bill",Democratic,Missouri,1025935,47.53957827961623
1996,"Dole, Bob",Republican,Missouri,890016,41.241389856190615
1996,"Perot, Ross",Reform,Missouri,217188,10.064015680713974
1992,Total,Total,Missouri,2391565,100.0
1992,"Clinton, Bill",Democratic,Missouri,1053873,44.066249506076566
1992,"Bush, George H.W.",Republican,Missouri,811159,33.91749753822288
1992,"Perot, Ross",Independent,Missouri,518741,21.69044119645504
1988,Total,Total,Missouri,2093228,100.0
1988,"Dukakis, Michael",Democratic,Missouri,1001619,47.85044916272857
1988,"Bush, George H.W.",Republican,Missouri,1084953,51.831573053675946
1984,Total,Total,Missouri,2122771,100.0
1984,"Mondale, Walter",Democratic,Missouri,848583,39.975249332122964
1984,"Reagan, Ronald",Republican,Missouri,1274188,60.024750667877036
1980,Total,Total,Missouri,2099824,100.0
1980,"Carter, Jimmy",Democratic,Missouri,931182,44.345716593390684
1980,"Reagan, Ronald",Republican,Missouri,1074181,51.15576353065781
1980,"Anderson, John",Independent,Missouri,77920,3.7107871897835247
1976,Total,Total,Missouri,1953600,100.0
1976,"Carter, Jimmy",Democratic,Missouri,998387,51.104985667485664
1976,"Ford, Gerald",Republican,Missouri,927443,47.47353603603604
1972,Total,Total,Missouri,1852589,100.0
1972,"McGovern, George",Democratic,Missouri,698531,37.70566488303666
1972,"Nixon, Richard",Republican,Missouri,1154058,62.29433511696334
1968,Total,Total,Missouri,1809502,100.0
1968,"Humphrey, Hubert",Democratic,Missouri,791444,43.73822189751655
1968,"Nixon, Richard",Republican,Missouri,811932,44.870467122998484
1968,"Wallace, George",American Independent,Missouri,206126,11.391310979484963
1964,Total,Total,Missouri,1817879,100.0
1964,"Johnson, Lyndon (LBJ)",Democratic,Missouri,1164344,64.04958745879127
1964,"Goldwater, Barry",Republican,Missouri,653535,35.95041254120874
1960,Total,Total,Missouri,1934422,100.0
1960,"Kennedy, Jack (JFK)",Democratic,Missouri,972201,50.25795819112893
1960,"Nixon, Richard",Republican,Missouri,962221,49.74204180887107
1960,"Other (Unpledge Democratic, etc.)","Other (Unpledge Democratic, etc.)",Missouri,0,0.0
1956,Total,Total,Missouri,1832562,100.0
1956,"Stevenson, Adlai",Democratic,Missouri,918273,50.108700278626316
1956,"Eisenhower, Dwight",Republican,Missouri,914289,49.891299721373684
1956,"Other (Unpledged Democratic, etc.)","Other (Unpledged Democratic, etc.)",Missouri,0,0.0
1952,Total,Total,Missouri,1892062,100.0
1952,"Stevenson, Adlai",Democratic,Missouri,929830,49.14373841871989
1952,"Eisenhower, Dwight",Republican,Missouri,959429,50.70811633022596
1948,Total,Total,Missouri,1578628,100.0
1948,"Truman, Harry",Democratic,Missouri,917315,58.108370052982714
1948,"Dewey, Thomas",Republican,Missouri,655039,41.49419622609
1948,"Thurmond, Strom","States' Rights ""Dixiecrat""",Missouri,42,0.0026605381381807494
1948,"Wallace, Henry",Progressive,Missouri,3998,0.2532578922963485
1944,Total,Total,Missouri,1572474,100.0
1944,"Roosevelt, Franklin (FDR)",Democratic,Missouri,807804,51.37153301103866
1944,"Dewey, Thomas",Republican,Missouri,761524,48.42840008801417
1940,Total,Total,Missouri,1833729,100.0
1940,"Roosevelt, Franklin (FDR)",Democratic,Missouri,958476,52.269228441061905
1940,"Wilkie, Wendell",Republican,Missouri,871009,47.49933059901436
1936,Total,Total,Missouri,1828635,100.0
1936,"Roosevelt, Franklin (FDR)",Democratic,Missouri,1111043,60.758051770856405
1936,"Landon, Alf",Republican,Missouri,697891,38.1645872467715
1932,Total,Total,Missouri,1609894,100.0
1932,"Roosevelt, Franklin (FDR)",Democratic,Missouri,1025406,63.69400718308162
1932,"Hoover, Herbert",Republican,Missouri,564713,35.077651075163956
1932,"Thomas, Norman",Socialist,Missouri,16374,1.0170855969399228
1928,Total,Total,Missouri,1500721,100.0
1928,"Smith, Al",Democratic,Missouri,662562,44.1495787691383
1928,"Hoover, Herbert",Republican,Missouri,834080,55.57861854401984
1924,Total,Total,Missouri,1307958,100.0
1924,"Davis, John",Democratic,Missouri,572753,43.78986175397069
1924,"Coolidge, Calvin",Republican,Missouri,648486,49.58003238636103
1924,"LaFollette, Robert",Progressive,Missouri,84160,6.43445737554264
1920,Total,Total,Missouri,1332800,100.0
1920,"Cox, John",Democratic,Missouri,574799,43.12717587034814
1920,"Harding, Warren",Republican,Missouri,727162,54.55897358943577
